canonical_name,entity_type,pi_or_lead,institution,country,city,canonical_url,relevance_class,primary_topics,secondary_topics,relevance_summary,evidence_url_1,evidence_url_2,active_as_of,discovered_via,notes,name,primary_field,secondary_fields,country_or_region,current_affiliation,landmark_contribution,consensus_class,consensus_evidence_1_url,consensus_evidence_2_url,canonical_website,website_type,website_status,maintenance_evidence,active_as_of,hamming_tags,newell_coherence,life_question,life_question_basis,life_question_evidence_url,discovered_via,confidence,notes
Drew Weissman,researcher,Drew Weissman,University of Pennsylvania; Penn Institute for RNA Innovation,United States,,https://rnainnovation.med.upenn.edu/,CORE,Medicine / Immunology,RNA biology; vaccines; immunology; gene therapy,Developed nucleoside-modified mRNA technology that suppresses innate immune activation and enabled effective mRNA vaccines and therapeutics.,https://www.nobelprize.org/prizes/medicine/2023/weissman/facts/,https://nam.edu/member/drew-weissman/,2026-09-20,Nobel laureate directory; current institutional profile; independent scholarly/academy source,Living status supported by the current scholarly profile; Nobel record plus independent authoritative source support field-shaping contribution.,Drew Weissman,Medicine / Immunology,RNA biology; vaccines; immunology; gene therapy,United States,University of Pennsylvania; Penn Institute for RNA Innovation,Developed nucleoside-modified mRNA technology that suppresses innate immune activation and enabled effective mRNA vaccines and therapeutics.,broad_consensus,https://www.nobelprize.org/prizes/medicine/2023/weissman/facts/,https://nam.edu/member/drew-weissman/,https://rnainnovation.med.upenn.edu/,personally_directed_institutional_site,active_maintained,"Penn RNA Institute site was crawled today and lists Weissman as director, current 2026 grant/news activity, lab focus, and ongoing vaccine/therapeutic research.",2026-09-20,important_attackable_problem;generative_work_others_build_on;nonincremental_contribution;conceptual_reframing;repeated_research_judgment;clear_communication,strong,"How can RNA biology be engineered into safe, effective vaccines and therapies against major diseases?",research_program_inference,https://rnainnovation.med.upenn.edu/,Nobel laureate directory; current institutional profile; independent scholarly/academy source,high,Living status supported by the current scholarly profile; Nobel record plus independent authoritative source support field-shaping contribution.
Carl H. June,researcher,Carl H. June,"University of Pennsylvania, Center for Cellular Immunotherapies",United States,,https://www.med.upenn.edu/junelab/principal-investigator.html,CORE,medicine / immunotherapy,cancer biology; cell therapy,"Pioneered genetically engineered CAR-T cell therapy, translating T-cell engineering into an FDA-approved cancer treatment platform.",https://www.abarcaprize.com/award-winner-fourth-edition/,https://www.med.upenn.edu/junelab/,2026-09-20,award/academy + canonical review or adoption,,Carl H. June,medicine / immunotherapy,cancer biology; cell therapy,United States,"University of Pennsylvania, Center for Cellular Immunotherapies","Pioneered genetically engineered CAR-T cell therapy, translating T-cell engineering into an FDA-approved cancer treatment platform.",broad_consensus,https://www.abarcaprize.com/award-winner-fourth-edition/,https://www.med.upenn.edu/junelab/,https://www.med.upenn.edu/junelab/principal-investigator.html,personally_directed_lab_site,active_maintained,"Penn page is current and lists director roles, lab program and recent work.",2026-09-20,important_attackable_problem;generative_work_others_build_on;nonincremental_contribution;conceptual_reframing;repeated_research_judgment;clear_communication,strong,How can engineered immune cells be made to recognize and eliminate cancer safely?,research_program_inference,https://www.med.upenn.edu/junelab/principal-investigator.html,award/academy + canonical review or adoption,high,
Barry J. Marshall,researcher,Barry J. Marshall,University of Western Australia; Marshall Centre,Australia,,https://research-repository.uwa.edu.au/en/persons/barry-marshall/,CORE,Medicine / Microbiology,infectious disease; gastroenterology; Helicobacter pylori; genomics,"Discovery that Helicobacter pylori causes gastritis and peptic ulcer disease, with diagnostic and eradication methods",https://www.nobelprize.org/prizes/medicine/2005/marshall/facts/,https://science.org.au/about-us/academy-fellows/discover-our-fellows/barry-marshall,2026-09-20,Nobel laureate directory; UWA research repository; Australian Academy of Science,Living status and active research are supported by UWA 2026 outputs; dead personal-domain lead replaced with UWA first-party research profile.,Barry J. Marshall,Medicine / Microbiology,infectious disease; gastroenterology; Helicobacter pylori; genomics,Australia,University of Western Australia; Marshall Centre,"Discovery that Helicobacter pylori causes gastritis and peptic ulcer disease, with diagnostic and eradication methods",broad_consensus,https://www.nobelprize.org/prizes/medicine/2005/marshall/facts/,https://science.org.au/about-us/academy-fellows/discover-our-fellows/barry-marshall,https://research-repository.uwa.edu.au/en/persons/barry-marshall/,substantive_institutional_page,active_maintained,"UWA research repository has current 2026 outputs, future research, affiliations, and a detailed personal profile; supplied barryjmarshall.com DNS fails; audited 2026-09-20",2026-09-20,important_attackable_problem;generative_work_others_build_on;nonincremental_contribution;repeated_research_judgment;clear_communication,strong,"How can Helicobacter biology be translated into prevention, diagnosis, and treatment of infectious disease?",research_program_inference,https://research-repository.uwa.edu.au/en/persons/barry-marshall/,Nobel laureate directory; UWA research repository; Australian Academy of Science,high,Living status and active research are supported by UWA 2026 outputs; dead personal-domain lead replaced with UWA first-party research profile.
Sir Peter J. Ratcliffe,researcher,Sir Peter J. Ratcliffe,University of Oxford; Ludwig Cancer Research,United Kingdom,,https://www.ndm.ox.ac.uk/team/peter-ratcliffe,CORE,Medicine / Physiology,hypoxia biology; nephrology; cancer; oxygen sensing,Discovery of the cellular oxygen-sensing pathway involving HIF regulation and its relevance to disease,https://www.nobelprize.org/prizes/medicine/2019/ratcliffe/facts/,https://www.ndm.ox.ac.uk/team/peter-ratcliffe,2026-09-20, Ludwig Cancer Research; Oxford NDM;Nobel laureate directory;supplementary_award_screened_verify_batch_2 Wikidata/supplementary award lead,Living status and replacement page supported by current Oxford profile.,Sir Peter J. Ratcliffe,Medicine / Physiology,hypoxia biology; nephrology; cancer; oxygen sensing,United Kingdom,University of Oxford; Ludwig Cancer Research,Discovery of the cellular oxygen-sensing pathway involving HIF regulation and its relevance to disease,broad_consensus,https://www.nobelprize.org/prizes/medicine/2019/ratcliffe/facts/,https://www.ndm.ox.ac.uk/team/peter-ratcliffe,https://www.ndm.ox.ac.uk/team/peter-ratcliffe,substantive_institutional_page,active_maintained,"Supplied Oxford PI path returns 404; current NDM team page has active professor role, detailed lab research, and links to Ratcliffe/Pugh group; audited 2026-09-20",2026-09-20,important_attackable_problem;generative_work_others_build_on;nonincremental_contribution;repeated_research_judgment;clear_communication,strong,How do cells sense oxygen and translate hypoxia into physiological and disease responses?,research_program_inference,https://www.ndm.ox.ac.uk/team/peter-ratcliffe, Ludwig Cancer Research; Oxford NDM;Nobel laureate directory;supplementary_award_screened_verify_batch_2 Wikidata/supplementary award lead,high,Living status and replacement page supported by current Oxford profile.
Harvey J. Alter,researcher,Harvey J. Alter,"National Institutes of Health Clinical Center, Senior Scholar",United States,,https://www.cc.nih.gov/meet-our-doctors/halter,CORE,Medicine / Virology,transfusion medicine; hepatitis C; blood safety,"Established that most post-transfusion non-A/non-B hepatitis was caused by a distinct virus, work that led to identification and prevention of hepatitis C.",https://www.nobelprize.org/prizes/medicine/2020/alter/facts/,https://www.cc.nih.gov/meet-our-doctors/halter,2026-09-20,Nobel laureate directory; current institutional/lab profile; independent academy or field source,Living status supported by current scholarly profile; Nobel record and independent authoritative source establish field-shaping contribution.,Harvey J. Alter,Medicine / Virology,transfusion medicine; hepatitis C; blood safety,United States,"National Institutes of Health Clinical Center, Senior Scholar","Established that most post-transfusion non-A/non-B hepatitis was caused by a distinct virus, work that led to identification and prevention of hepatitis C.",broad_consensus,https://www.nobelprize.org/prizes/medicine/2020/alter/facts/,https://www.cc.nih.gov/meet-our-doctors/halter,https://www.cc.nih.gov/meet-our-doctors/halter,substantive_institutional_page,active_maintained,"NIH profile was crawled last week and lists current Senior Scholar status, contact, transfusion-medicine research, and career contribution.",2026-09-20,important_attackable_problem;generative_work_others_build_on;nonincremental_contribution;conceptual_reframing;repeated_research_judgment;clear_communication,strong,How can careful clinical observation and stored biological evidence identify hidden infectious causes and prevent transfusion disease?,research_program_inference,https://www.cc.nih.gov/meet-our-doctors/halter,Nobel laureate directory; current institutional/lab profile; independent academy or field source,high,Living status supported by current scholarly profile; Nobel record and independent authoritative source establish field-shaping contribution.
Ian Frazer,researcher,Ian Frazer,"University of Queensland / Frazer Institute, emeritus",Australia,,https://about.uq.edu.au/experts/228,CORE,medicine / virology,immunology; cancer prevention,Co-developed virus-like-particle technology enabling prophylactic HPV vaccines used worldwide to prevent cervical and other cancers.,https://science.org.au/about-us/academy-fellows/discover-our-fellows/ian-frazer,https://about.uq.edu.au/experts/228,2026-09-20,award/academy + canonical review or adoption,,Ian Frazer,medicine / virology,immunology; cancer prevention,Australia,"University of Queensland / Frazer Institute, emeritus",Co-developed virus-like-particle technology enabling prophylactic HPV vaccines used worldwide to prevent cervical and other cancers.,broad_consensus,https://science.org.au/about-us/academy-fellows/discover-our-fellows/ian-frazer,https://about.uq.edu.au/experts/228,https://about.uq.edu.au/experts/228,substantive_institutional_page,active_maintained,"UQ profile is current and lists emeritus status, current cancer research and supervision.",2026-09-20,important_attackable_problem;generative_work_others_build_on;nonincremental_contribution;conceptual_reframing;repeated_research_judgment;clear_communication,strong,How can immune responses be harnessed to prevent virus-driven cancer?,research_program_inference,https://about.uq.edu.au/experts/228,award/academy + canonical review or adoption,high,
Daniel J. Drucker,researcher,Daniel J. Drucker,University of Toronto; Lunenfeld-Tanenbaum Research Institute,Canada,,https://glucagon.com/,CORE,medicine and endocrinology,gastroenterology; metabolism; diabetes; obesity,"Elucidated enteroendocrine hormone biology, especially GLP-1/GLP-2, underlying modern metabolic therapies.",https://wolffund.org.il/daniel-joshua-drucker/,https://lunenfeld.ca/?page=drucker-daniel,2026-09-20,major_award_verified_batch_2.csv; source-ledger award/independent-consensus verification,QA enum normalization: consensus_class='major_award_plus_independent_institutional_consensus' mapped to broad_consensus.; QA restored shifted source note: Living and active.,Daniel J. Drucker,medicine and endocrinology,gastroenterology; metabolism; diabetes; obesity,Canada,University of Toronto; Lunenfeld-Tanenbaum Research Institute,"Elucidated enteroendocrine hormone biology, especially GLP-1/GLP-2, underlying modern metabolic therapies.",broad_consensus,https://wolffund.org.il/daniel-joshua-drucker/,https://lunenfeld.ca/?page=drucker-daniel,https://glucagon.com/,personal_research_group_site,active_maintained,Current Drucker Lab site has active research and publications; LTRI lists current senior-investigator role and therapies.,2026-09-20,important_attackable_problem;generative_work_others_build_on;nonincremental_contribution;conceptual_reframing;repeated_research_judgment;clear_communication,strong,"How do gut hormones regulate metabolism, and how can that biology yield treatments for diabetes, obesity and intestinal disease?",research_program_inference,https://glucagon.com/,major_award_verified_batch_2.csv; source-ledger award/independent-consensus verification,high,QA enum normalization: consensus_class='major_award_plus_independent_institutional_consensus' mapped to broad_consensus.; QA restored shifted source note: Living and active.
Emmanuel Mignot,researcher,Emmanuel Mignot,Stanford University School of Medicine,United States,,https://profiles.stanford.edu/emmanuel-mignot,CORE,medicine and neuroscience,sleep medicine; genetics; narcolepsy,"Discovered genetic and neurobiological causes of narcolepsy, including hypocretin/orexin signalling.",https://breakthroughprize.org/News/73,https://profiles.stanford.edu/emmanuel-mignot,2026-09-20,major_award_verified_batch_2.csv; source-ledger award/independent-consensus verification,QA enum normalization: consensus_class='major_award_plus_independent_institutional_consensus' mapped to broad_consensus.; QA restored shifted source note: Living and active.,Emmanuel Mignot,medicine and neuroscience,sleep medicine; genetics; narcolepsy,United States,Stanford University School of Medicine,"Discovered genetic and neurobiological causes of narcolepsy, including hypocretin/orexin signalling.",broad_consensus,https://breakthroughprize.org/News/73,https://profiles.stanford.edu/emmanuel-mignot,https://profiles.stanford.edu/emmanuel-mignot,substantive_institutional_profile,active_maintained,"Stanford profile lists current professorship, center directorship, research and publications; Stanford reported 2026 Lasker recognition.",2026-09-20,important_attackable_problem;generative_work_others_build_on;nonincremental_contribution;conceptual_reframing;repeated_research_judgment;clear_communication,strong,"What biological mechanism controls sleep and wakefulness, and how can understanding narcolepsy yield better therapies?",research_program_inference,https://profiles.stanford.edu/emmanuel-mignot,major_award_verified_batch_2.csv; source-ledger award/independent-consensus verification,high,QA enum normalization: consensus_class='major_award_plus_independent_institutional_consensus' mapped to broad_consensus.; QA restored shifted source note: Living and active.
Atul Gawande,researcher,Atul Gawande,See canonical website,India/United States,,https://atulgawande.com/,CORE,medicine/public health/health systems,,Evidence-based surgical safety and checklist implementation; Ariadne Labs and Lifebox,https://www.macfound.org/fellows/class-of-2006/atul-gawande,https://www.ariadnelabs.org/profile/atul-gawande-2/,2026-09-20,life_social_initial.csv,"National Academy of Medicine, MacArthur and AcademyHealth Impact awards.",Atul Gawande,medicine/public health/health systems,,India/United States,,Evidence-based surgical safety and checklist implementation; Ariadne Labs and Lifebox,field_consensus,https://www.macfound.org/fellows/class-of-2006/atul-gawande,https://www.ariadnelabs.org/profile/atul-gawande-2/,https://atulgawande.com/,personal website,active_maintained,Home/about/research current; crawled 2026,2026-09-20,important_attackable_problem;generative_work_others_build_on;nonincremental_contribution;repeated_research_judgment,strong,"How can medicine become safer, more humane and more reliable at scale?",research_program_inference,https://atulgawande.com/about/,life_social_initial.csv,high,"National Academy of Medicine, MacArthur and AcademyHealth Impact awards."
Uğur Şahin,researcher,Uğur Şahin,"BioNTech, Co-Founder and CEO; Johannes Gutenberg University Mainz; Helmholtz Institute for Translational Oncology",Germany / Turkey,,https://www.biontech.com/us/en/home/about/board-members.html,CORE,medicine; immunology; biotechnology,mRNA therapeutics; cancer immunotherapy; vaccinology; translational oncology,Pioneered individualized mRNA cancer-vaccine and immunotherapy platforms and led the rapid translation of mRNA technology into the globally deployed COVID-19 vaccine.,https://www.fpa.es/en/princess-of-asturias-awards/laureates/2021-katalin-kariko-drew-weissman-philip-felgner-uur-ahin-ozlem-tureci-derrick-rossi-and-sarah-gilbert/,https://www.leopoldina.org/en/members/member-list/detail/ugur-sahin,2026-09-20,supplementary_award_screened_verify_batch_3.csv;listed award frame;independent academy/review/institutional verification,Living identity and current research leadership verified by BioNTech and Leopoldina; consensus is conservatively field_consensus because his major translational recognition is comparatively recent.,Uğur Şahin,medicine; immunology; biotechnology,mRNA therapeutics; cancer immunotherapy; vaccinology; translational oncology,Germany / Turkey,"BioNTech, Co-Founder and CEO; Johannes Gutenberg University Mainz; Helmholtz Institute for Translational Oncology",Pioneered individualized mRNA cancer-vaccine and immunotherapy platforms and led the rapid translation of mRNA technology into the globally deployed COVID-19 vaccine.,field_consensus,https://www.fpa.es/en/princess-of-asturias-awards/laureates/2021-katalin-kariko-drew-weissman-philip-felgner-uur-ahin-ozlem-tureci-derrick-rossi-and-sarah-gilbert/,https://www.leopoldina.org/en/members/member-list/detail/ugur-sahin,https://www.biontech.com/us/en/home/about/board-members.html,substantive_institutional_page,active_maintained,"BioNTech leadership page currently lists Şahin as CEO, professor and HI-TRON scientific-board chair, details current mRNA oncology work and patents; 2026 transition plan is documented by BioNTech.",2026-09-20,important_attackable_problem;generative_work_others_build_on;nonincremental_contribution;conceptual_reframing;repeated_research_judgment;clear_communication,strong,How can individualized immune responses and mRNA engineering produce effective therapies for cancer and infectious disease?,research_program_inference,https://www.biontech.com/us/en/home/about/board-members.html,supplementary_award_screened_verify_batch_3.csv;listed award frame;independent academy/review/institutional verification,high,Living identity and current research leadership verified by BioNTech and Leopoldina; consensus is conservatively field_consensus because his major translational recognition is comparatively recent.
Rodolphe Barrangou,researcher,Rodolphe Barrangou,"North Carolina State University, Distinguished Professor; CRISPR Lab Lead",France / Canada / United States,,https://crispr.cals.ncsu.edu/,CORE,microbiology / genomics,CRISPR-Cas; bacterial immunity; probiotics; genome engineering,"Helped establish CRISPR-Cas as an adaptive immune system in bacteria and developed its use for genotyping, immunity, and genome editing.",https://www.gairdner.org/winner/rodolphe-barrangou,https://provost.ncsu.edu/people/rbarran/,2026-09-20,supplementary_award_screened_verify_batch_2 Wikidata/supplementary award lead,Living; current NC State lab and university profile document active research.,Rodolphe Barrangou,microbiology / genomics,CRISPR-Cas; bacterial immunity; probiotics; genome engineering,France / Canada / United States,"North Carolina State University, Distinguished Professor; CRISPR Lab Lead","Helped establish CRISPR-Cas as an adaptive immune system in bacteria and developed its use for genotyping, immunity, and genome editing.",broad_consensus,https://www.gairdner.org/winner/rodolphe-barrangou,https://provost.ncsu.edu/people/rbarran/,https://crispr.cals.ncsu.edu/,institutional research laboratory,active_maintained,"NC State CRISPR Lab pages crawled today with current projects, lab leadership, research interests, and affiliations.",2026-09-20,important_attackable_problem;generative_work_others_build_on;nonincremental_contribution;conceptual_reframing;repeated_research_judgment;clear_communication,strong,"How do microbial defense systems record, recognize, and be repurposed to edit genomes?",research_program_inference,https://crispr.cals.ncsu.edu/,supplementary_award_screened_verify_batch_2 Wikidata/supplementary award lead,high,Living; current NC State lab and university profile document active research.
Emmanuelle Charpentier,researcher,Emmanuelle Charpentier,See canonical website,France/Germany,,https://www.emmanuelle-charpentier.org/,CORE,microbiology/genetics/genome engineering,,Discovery of tracrRNA and CRISPR-Cas9 mechanism enabling programmable genome editing,https://www.nobelprize.org/prizes/chemistry/2020/press-release/,https://www.embl.org/news/science/nobel-prize-chemistry-2020/,2026-09-20,life_social_initial.csv;nobel_verified_batch_2.csv,"Nobel, Japan, Kavli, Wolf, Tang, Breakthrough and Gairdner awards.",Emmanuelle Charpentier,microbiology/genetics/genome engineering,,France/Germany,,Discovery of tracrRNA and CRISPR-Cas9 mechanism enabling programmable genome editing,broad_consensus,https://www.nobelprize.org/prizes/chemistry/2020/press-release/,https://www.embl.org/news/science/nobel-prize-chemistry-2020/,https://www.emmanuelle-charpentier.org/,personal website,active_maintained,Bio/patents/documentation current; crawled 2026,2026-09-20,important_attackable_problem;generative_work_others_build_on;nonincremental_contribution;repeated_research_judgment,strong,How do bacterial immune systems regulate RNA and how can their mechanisms become precise genome tools?,research_program_inference,https://www.emmanuelle-charpentier.org/bio,life_social_initial.csv;nobel_verified_batch_2.csv,high,"Nobel, Japan, Kavli, Wolf, Tang, Breakthrough and Gairdner awards."
Werner Arber,researcher,Werner Arber,"University of Basel Biozentrum, Professor Emeritus; Pontifical Academy of Sciences",Switzerland; Vatican City,,https://www.biozentrum.unibas.ch/de/forschung/emeriti-ehemalige-professoren/emeriti/werner-arber,CORE,microbiology; genetics,restriction enzymes; bacterial defense; molecular genetics,"Discovery of restriction enzymes and their use in molecular genetics, enabling recombinant DNA research.",https://www.nobelprize.org/prizes/medicine/1978/arber/facts/,https://www.biozentrum.unibas.ch/de/forschung/emeriti-ehemalige-professoren/emeriti/werner-arber,2026-09-20,Nobel laureate list; University of Basel Biozentrum and Pontifical Academy profiles,Current Biozentrum emeritus page supports living status; Nobel and institutional records independently document field shaping.,Werner Arber,microbiology; genetics,restriction enzymes; bacterial defense; molecular genetics,Switzerland; Vatican City,"University of Basel Biozentrum, Professor Emeritus; Pontifical Academy of Sciences","Discovery of restriction enzymes and their use in molecular genetics, enabling recombinant DNA research.",broad_consensus,https://www.nobelprize.org/prizes/medicine/1978/arber/facts/,https://www.biozentrum.unibas.ch/de/forschung/emeriti-ehemalige-professoren/emeriti/werner-arber,https://www.biozentrum.unibas.ch/de/forschung/emeriti-ehemalige-professoren/emeriti/werner-arber,substantive_institutional_profile,current_evergreen,Biozentrum emeritus profile accessed 2026-09-20; current emeritus page and links are maintained; Pontifical Academy profile provides continuing institutional record.,2026-09-20,important_attackable_problem;generative_work_others_build_on;nonincremental_contribution;conceptual_reframing;repeated_research_judgment;clear_communication,not_established,"How do bacteria defend against genetic parasites, and how can those systems reveal the mechanisms of heredity?",research_program_inference,https://www.biozentrum.unibas.ch/de/forschung/emeriti-ehemalige-professoren/emeriti/werner-arber,Nobel laureate list; University of Basel Biozentrum and Pontifical Academy profiles,high,Current Biozentrum emeritus page supports living status; Nobel and institutional records independently document field shaping.
Martin Blaser,researcher,Martin Blaser,Rutgers University; Center for Advanced Biotechnology and Medicine,United States,,https://cabm.rutgers.edu/person/martin-j-blaser,CORE,microbiology; infectious disease; microbiome,H. pylori; antibiotic ecology; disappearing microbiota,"Foundational H. pylori work and the disappearing-microbiota framework linking antibiotic exposure, microbes, and chronic disease.",https://www.nasonline.org/member/martin-j-blaser/,https://med.nyu.edu/faculty/martin-j-blaser,2026-09-20,late_life_earth_3_candidates.csv;independent award/academy/canonical synthesis search,"NAS recognition, H. pylori clinical adoption and canonical microbiome synthesis support broad consensus.",Martin Blaser,microbiology; infectious disease; microbiome,H. pylori; antibiotic ecology; disappearing microbiota,United States,Rutgers University; Center for Advanced Biotechnology and Medicine,"Foundational H. pylori work and the disappearing-microbiota framework linking antibiotic exposure, microbes, and chronic disease.",broad_consensus,https://www.nasonline.org/member/martin-j-blaser/,https://med.nyu.edu/faculty/martin-j-blaser,https://cabm.rutgers.edu/person/martin-j-blaser,substantive_institutional_page,active_maintained,Current CABM Director and Henry Rutgers Chair profile; active Rutgers research leadership; crawled 2026-09-20.,2026-09-20,important_attackable_problem;generative_work_others_build_on;nonincremental_contribution;conceptual_reframing;repeated_research_judgment;clear_communication,strong,"How do long-term host-microbe relationships shape human health, and what happens when modern medicine disrupts them?",explicit_self_statement,https://med.nyu.edu/faculty/martin-j-blaser,late_life_earth_3_candidates.csv;independent award/academy/canonical synthesis search,high,"NAS recognition, H. pylori clinical adoption and canonical microbiome synthesis support broad consensus."
Bonnie L. Bassler,researcher,Bonnie L. Bassler,Princeton University / Howard Hughes Medical Institute,United States,,https://basslerlab.scholar.princeton.edu/,CORE,microbiology; molecular biology,quorum sensing; bacterial communication; biofilms; synthetic biology,"Established quorum sensing as a central framework for bacterial cell-cell communication, collective behavior, and possible anti-virulence intervention.",https://www.princeton.edu/news/2026/08/27/bonnie-bassler-receives-top-royal-society-honor-seminal-research-quorum-sensing,https://www.annualreviews.org/content/journals/10.1146/annurev.cellbio.21.012704.131001,2026-09-20,major-award expanded lead; Wolf/Princeton/Annual Reviews verification,Annual Review article independently established quorum sensing as a major cell-biology framework; lab site shows ongoing program.; QA enum normalization: consensus_class='Wolf Prize in Chemistry' mapped to broad_consensus.; QA enum normalization: website_status='current; active lab and 2026 publications/news' mapped to active_maintained; source maintenance wording retained.,Bonnie L. Bassler,microbiology; molecular biology,quorum sensing; bacterial communication; biofilms; synthetic biology,United States,Princeton University / Howard Hughes Medical Institute,"Established quorum sensing as a central framework for bacterial cell-cell communication, collective behavior, and possible anti-virulence intervention.",broad_consensus,https://www.princeton.edu/news/2026/08/27/bonnie-bassler-receives-top-royal-society-honor-seminal-research-quorum-sensing,https://www.annualreviews.org/content/journals/10.1146/annurev.cellbio.21.012704.131001,https://basslerlab.scholar.princeton.edu/,personally directed lab website,active_maintained,Bassler Lab crawled yesterday and lists 2026 publications and current research objectives; Princeton department page confirms active lab program.,2026-09-20,important_attackable_problem;generative_work_others_build_on;nonincremental_contribution;conceptual_reframing;repeated_research_judgment;clear_communication,strong,"How do microbes communicate, coordinate collective behavior, and reveal general principles of biological information processing?",research_program_inference,https://basslerlab.scholar.princeton.edu/,major-award expanded lead; Wolf/Princeton/Annual Reviews verification,high,Annual Review article independently established quorum sensing as a major cell-biology framework; lab site shows ongoing program.; QA enum normalization: consensus_class='Wolf Prize in Chemistry' mapped to broad_consensus.; QA enum normalization: website_status='current; active lab and 2026 publications/news' mapped to active_maintained; source maintenance wording retained.
Gagandeep Kang,researcher,Gagandeep Kang,Translational Health Science and Technology Institute; Christian Medical College Vellore emeritus,India,,https://www.royalsociety.org/people/gagandeep-kang-14102/,CORE,microbiology; vaccinology; global health,enteric infections; rotavirus; clinical trials,Interdisciplinary enteric-infection and vaccine research that built Indian surveillance networks and supported WHO-prequalified vaccines.,https://www.royalsociety.org/people/gagandeep-kang-14102/,https://www.cmcvellore.ac.in/notable-alumni/,2026-09-20,late_life_earth_3_candidates.csv;independent award/academy/canonical synthesis search,Royal Society fellowship plus WHO-prequalified vaccine support and field adoption provide broad consensus.,Gagandeep Kang,microbiology; vaccinology; global health,enteric infections; rotavirus; clinical trials,India,Translational Health Science and Technology Institute; Christian Medical College Vellore emeritus,Interdisciplinary enteric-infection and vaccine research that built Indian surveillance networks and supported WHO-prequalified vaccines.,broad_consensus,https://www.royalsociety.org/people/gagandeep-kang-14102/,https://www.cmcvellore.ac.in/notable-alumni/,https://www.royalsociety.org/people/gagandeep-kang-14102/,substantive_institutional_page,active_maintained,"Royal Society profile lists current CMC Vellore professorship, 2025-27 committee service and active research; crawled 2026-09-20.",2026-09-20,important_attackable_problem;generative_work_others_build_on;nonincremental_contribution;conceptual_reframing;repeated_research_judgment;clear_communication,strong,"How can enteric infection biology, surveillance, and trials be converted into vaccines and child-health systems that work in India and globally?",explicit_self_statement,https://www.royalsociety.org/people/gagandeep-kang-14102/,late_life_earth_3_candidates.csv;independent award/academy/canonical synthesis search,high,Royal Society fellowship plus WHO-prequalified vaccine support and field adoption provide broad consensus.
Ruth Ley,researcher,Ruth Ley,Max Planck Institute for Biology Tübingen; Ley Lab,United States / Germany,,https://leylab.com/,CORE,microbiome science; ecology; immunology,evolution; host-microbe symbiosis; genomics,Pioneering ecological and evolutionary research establishing the human gut microbiome as a determinant of host physiology.,https://www.bio.mpg.de/person/126675/125933,https://www.packard.org/fellow/ley-ruth/,2026-09-20,late_life_earth_3_candidates.csv;independent award/academy/canonical synthesis search,Packard/academy recognition and microbiome methods and concepts now used across biology and medicine support broad consensus.,Ruth Ley,microbiome science; ecology; immunology,evolution; host-microbe symbiosis; genomics,United States / Germany,Max Planck Institute for Biology Tübingen; Ley Lab,Pioneering ecological and evolutionary research establishing the human gut microbiome as a determinant of host physiology.,broad_consensus,https://www.bio.mpg.de/person/126675/125933,https://www.packard.org/fellow/ley-ruth/,https://leylab.com/,personally_directed_lab_site,active_maintained,Ley Lab has current 2026 news and publications; Max Planck profile lists current Director role and department research; crawled 2026-09-20.,2026-09-20,important_attackable_problem;generative_work_others_build_on;nonincremental_contribution;conceptual_reframing;repeated_research_judgment;clear_communication,strong,"How did human-associated microbes evolve with us, and how do they shape host physiology and health?",explicit_self_statement,https://leylab.com/,late_life_earth_3_candidates.csv;independent award/academy/canonical synthesis search,high,Packard/academy recognition and microbiome methods and concepts now used across biology and medicine support broad consensus.
Sarkis Mazmanian,researcher,Sarkis Mazmanian,California Institute of Technology; Mazmanian Lab,United States,,https://sarkis.caltech.edu/,CORE,microbiome science; immunology,gut-brain axis; commensals; inflammation,"Discovery of molecular mechanisms by which commensal microbes shape immunity, the nervous system, and inflammatory disease.",https://www.macfound.org/fellows/class-of-2018/sarkis-mazmanian,https://sarkis.caltech.edu/,2026-09-20,late_life_earth_3_candidates.csv;independent award/academy/canonical synthesis search,MacArthur recognition plus widely adopted microbiome-neuroimmune mechanisms support field consensus.,Sarkis Mazmanian,microbiome science; immunology,gut-brain axis; commensals; inflammation,United States,California Institute of Technology; Mazmanian Lab,"Discovery of molecular mechanisms by which commensal microbes shape immunity, the nervous system, and inflammatory disease.",field_consensus,https://www.macfound.org/fellows/class-of-2018/sarkis-mazmanian,https://sarkis.caltech.edu/,https://sarkis.caltech.edu/,personally_directed_lab_site,active_maintained,Caltech lab has current 2026 news and active research pages; Caltech directory lists current Merkin Institute Professorship; crawled 2026-09-20.,2026-09-20,important_attackable_problem;generative_work_others_build_on;nonincremental_contribution;conceptual_reframing;repeated_research_judgment;clear_communication,strong,How do commensal microbes communicate with host immune and nervous systems to maintain or disrupt health?,explicit_self_statement,https://sarkis.caltech.edu/,late_life_earth_3_candidates.csv;independent award/academy/canonical synthesis search,high,MacArthur recognition plus widely adopted microbiome-neuroimmune mechanisms support field consensus.
