candidate_id,canonical_entity_id,canonical_name,entity_type,parent_entity,pi_or_lead,institution,city,country,canonical_url,alternate_urls,active_status,last_activity_evidence,relevance_class,relevance_confidence,primary_topics,secondary_topics,relevance_summary,evidence_url_1,evidence_url_2,evidence_quote_or_paraphrase,relationship_notes,discovery_source,verification_status,count_in_headline,notes
R0086,E-R0086,Institute of Science and Technology for Brain-inspired Intelligence,institute,,Jianfeng Feng,Fudan University,Shanghai,China,https://istbi.fudan.edu.cn/lnen/index.htm,,LIKELY_ACTIVE,,CORE,high,world-models;neural-manifolds,cognitive-maps;decision-making;predictive-coding,"Fudan institute integrates neuroscience, whole-brain computational models and digital twin brains with brain-inspired intelligence algorithms and autonomous systems, explicitly developing new AI theories from biological-artificial brain research.",https://istbi.fudan.edu.cn/lnen/About_ISTBI/Introduction.htm,https://istbi.fudan.edu.cn/lnen/index.htm,"The ISTBI introduction states new AI theories will be developed through interdisciplinary study of biological and artificial brains, and lists brain-inspired intelligence technology, whole-brain computation, and intelligent decision-making systems among its research areas.",Parent institute; contains the Key Laboratory of Computational Neuroscience and other research areas tracked separately.,China institutional search; Fudan directory,SOURCE_SUPPORTED,1,Homepage news items are undated or older (2022); activity recency could not be confirmed from fetched pages. | Prior: CORE
R0088,E-R0088,Jini Lab (CIBR),lab,,Jini (吉妮),"Chinese Institute for Brain Research, Beijing (CIBR)",Beijing,China,https://www.cibr.ac.cn/teamDetail/cibrTeamteam/7eaf96c5b298444b84328680fb1b7a15/%E5%90%89%E5%A6%AE,,ACTIVE,"ICLR 2025 (Oral, top 1%) paper by Chen, An, Liu, Ji listed on the current CIBR lab page.",CORE,high,exploration;curiosity;intrinsic-motivation;active-inference;recurrent-computation,decision-making;predictive-learning,Jini Lab studies the computational neural mechanisms of efficient exploration and active learning and explicitly aims to translate these brain mechanisms into brain-inspired AI algorithms that learn autonomously with high data efficiency and generalization.,https://www.cibr.ac.cn/teamDetail/cibrTeamteam/7eaf96c5b298444b84328680fb1b7a15/%E5%90%89%E5%A6%AE,https://www.cibr.ac.cn/teamDetail/cibrTeamteam/7eaf96c5b298444b84328680fb1b7a15/%E5%90%89%E5%A6%AE,"The CIBR profile lists Jini's research as computational neural mechanisms of efficient exploration and active learning plus brain-inspired AI algorithms, and a 2025 ICLR oral paper 'Brain Bandit: A Biologically Grounded Neural Network for Efficient Control of Exploration'.",Distinct PI-led lab within CIBR.,Frame A China local-language/CAS institutional directory; CIBR current team and 2025 ICLR result,SOURCE_SUPPORTED,1,Explicit biology-to-AI bridge: biological basis of exploration converted into reinforcement-learning control algorithm. | Prior: CORE
R0091,E-R0091,Lab of Brain-inspired Computing Architecture and Large-Scale Processing Systems,lab,,Yuxiang Huan,Guangdong Institute of Intelligence Science and Technology,Zhuhai,China,https://gdiist.cn/en/research/team_detail/70,,LIKELY_ACTIVE,,DIRECTLY_RELEVANT,medium,neuromorphic-computing;in-memory-computing;spiking-neural-networks,event-driven-computation;on-chip-learning,"The lab designs brain-inspired processing chips, neuromorphic processors and multi-chip systems explicitly aimed at simulating brain-scale spiking networks, drawing on brain information-processing mechanisms.",https://gdiist.cn/en/research/team_detail/70,https://gdiist.cn/en/research/team_detail/69,The team page describes the lab's focus on hardware architectures and ultra-large-scale brain-inspired computing systems that simulate brain-scale networks of hundreds of billions of neurons.,One of several distinct GDIIST labs; separate from the Wang large-scale brain simulation and Xu brain-inspired algorithm groups.,MorphSNN/GDIIST author trail; GDIIST official team-directory probe,SOURCE_SUPPORTED,1,Hardware-oriented brain-inspired computing with an explicit biological-brain mechanism bridge; classified DIRECTLY_RELEVANT rather than CORE. | Prior: CORE
R0092,E-R0092,Laboratory for Large-Scale Brain Simulation,lab,,Chaoming Wang,Guangdong Institute of Intelligence Science and Technology,Zhuhai,China,https://gdiist.cn/en/research/team_detail/83,,ACTIVE,Page states PI served as postdoctoral fellow 2023-2025 and has current NSF China Youth Program and Brain Science and Brain-inspired Intelligence Project funding.,CORE,high,spiking-neural-networks;biologically-plausible-learning,neuromorphic-computing;recurrent-computation,"The lab builds multi-scale differentiable brain-simulation software and models, including the BrainScale system for online spiking-network learning with linear memory complexity, integrating AI computing frameworks with biologically realistic whole-brain modeling.",https://gdiist.cn/en/research/team_detail/83,https://www.gdiist.cn/en/research/team_detail/83,"The team page states the lab develops software, algorithms and models for large-scale brain simulation and that BrainScale achieves online learning of spiking neural networks with linear memory complexity O(N).",Distinct GDIIST lab from the Huan architecture group and the Xu brain-inspired algorithm group.,GDIIST official member-list probe; brain-simulation author trail,SOURCE_SUPPORTED,1,Recruitment and recent publications referenced on the page. | Prior: CORE
R0093,E-R0093,Laboratory of Brain Cognition and Brain-Inspired Intelligence,center,,Lead not stated on current CASIA portal,Institute of Automation Chinese Academy of Sciences,Beijing,China,https://brain-ai.ia.ac.cn/en/,,LIKELY_ACTIVE,,CORE,low,representation-learning,,Official lab site has a 2026 story on brain generalization and 2025 work connecting cognitive neuroscience with representations in multimodal AI models.,https://brain-ai.ia.ac.cn/en/,https://brain-ai.ia.ac.cn/en/news/202508/t20250814_657149.html,Official lab site has a 2026 story on brain generalization and 2025 work connecting cognitive neuroscience with representations in multimodal AI models.,Prior row describes a possible parent laboratory at CASIA with BrainCog as a named software/AI lab; no fetched text confirms this.,seed reconciliation; official CASIA laboratory portal,SOURCE_SUPPORTED,1,Page inaccessible; no lead inferred. | Prior: CORE | Rescued through current first-party web search result; see manual_corrections.csv | Activity downgraded: no dated evidence recorded
R0094,E-R0094,Laboratory of Brain-Inspired Algorithm and Model (Xu Mingkun Group),lab,,Mingkun Xu,Guangdong Institute of Intelligence Science and Technology,Zhuhai,China,https://www.gdiist.cn/en/research/team_detail/85,,LIKELY_ACTIVE,,CORE,high,biologically-plausible-learning;spiking-neural-networks;continual-learning;memory-consolidation;dendritic-learning,synaptic-plasticity;cognitive-maps;representation-learning;structural-plasticity,"The lab explicitly builds brain-inspired algorithms and cognitive architectures grounded in neurobiological principles including memory consolidation, synaptic plasticity, dendritic non-linearity and activity-dependent structural reconfiguration.",https://www.gdiist.cn/en/research/team_detail/85,https://www.gdiist.cn/en/research,The team page lists research directions deriving scalable learning rules and models from spiking-network dynamics and neurobiological principles such as memory consolidation and synaptic plasticity.,"Distinct GDIIST lab from the Huan, Wang and Zheng groups.",Final fixed 20-lead saturation sample; GDIIST official research-team directory,SOURCE_SUPPORTED,1,PI completed a 2023-2025 postdoc at GDIIST; no dated 2024-2026 output captured in the fetched text. | Prior: CORE
R0095,E-R0095,Laboratory of Brain-inspired Computing (Zheng Lirong Group),lab,,Lirong Zheng,Guangdong Institute of Intelligence Science and Technology,Zhuhai,China,https://www.gdiist.cn/en/research/team_detail/26,,LIKELY_ACTIVE,,DIRECTLY_RELEVANT,medium,neuromorphic-computing;spiking-neural-networks;event-driven-computation,in-memory-computing;recurrent-computation,"The group develops reconfigurable neuromorphic circuits, architectures and systems explicitly inspired by the brain's modular hierarchical information processing, targeting brain-like cognitive function and whole-brain emulation.",https://www.gdiist.cn/en/research/team_detail/26,https://www.gdiist.cn/en/research,The team page states the group's neuromorphic circuit and system research is inspired by the modularized and hierarchical information processing mechanism of the human brain and aims at whole-brain emulation.,"Distinct GDIIST lab from the Huan architecture, Wang simulation and Xu algorithm groups.",Final fixed 20-lead saturation sample; GDIIST official research-team directory,SOURCE_SUPPORTED,1,Hardware/architecture emphasis with an explicit biological brain-computing bridge. | Prior: CORE
R0097,E-R0097,Laboratory of Predictive Coding and Cognitive Systems,lab,,John Hongyu Meng,Guangdong Institute of Intelligence Science and Technology,Zhuhai,China,https://www.gdiist.cn/en/research/team_detail/170,,LIKELY_ACTIVE,,CORE,high,predictive-coding;spiking-neural-networks;neural-dynamics;oscillations,neuromorphic-computing;on-chip-learning;neural-coding;predictive-learning,"The lab investigates neural mechanisms of predictive coding and explicitly integrates those mechanisms into spiking neural networks and neuromorphic hardware, an explicit biology-to-AI program.",https://www.gdiist.cn/en/research/team_detail/170,https://www.gdiist.cn/en/research,"The lab page states the group studies predictive coding mechanisms and brain-inspired intelligence, exploring integration of predictive coding with spiking neural networks for efficient large-scale neural models and neuromorphic deployment.",Distinct from GDIIST Wang large-scale simulation and Xu brain-inspired algorithm groups per prior notes; no supplied source resolves relationships.,Final fixed 20-lead saturation sample; GDIIST predictive-coding directory search,SOURCE_SUPPORTED,1,"Page confirms PI identity, lab name, and the predictive-coding-to-SNN/neuromorphic mechanism; no dated 2024-2026 output, so LIKELY_ACTIVE. | Prior: CORE"
R0098,E-R0098,National Key Laboratory of Brain Cognition and Brain-inspired Intelligence,center,,Sun Yangang,Chinese Academy of Sciences Center for Excellence in Brain Science and Intelligence Technology,Shanghai,China,https://cebsit.cas.cn/xwen/zhxw/2026/202605/t20260515_8202353.html,https://www.cebsit.cas.cn/nrzylnznzdsys/kfkt/,ACTIVE,2026-05-15 CEBSIT news report of the lab's 2026 annual academic meeting and annual progress report by director Sun Yangang.,CORE,medium,decision-making;cognitive-control,neural-dynamics;neural-coding;embodied-cognition,"The laboratory is organized around brain cognition and brain-inspired intelligence, with 2026 annual meeting reporting program work including the neural mechanisms of flexible decision-making and brain-inspired directions.",https://cebsit.cas.cn/xwen/zhxw/2026/202605/t20260515_8202353.html,https://www.cebsit.cas.cn/nrzylnznzdsys/xsgg/,"A May 2026 CEBSIT news item reports the laboratory's first academic committee meeting and 2026 annual academic meeting, covering annual progress and major task planning around brain cognition and brain-inspired intelligence.","Jointly established per prior notes by CEBSIT, CAS Institute of Automation, and Shenzhen Institute of Advanced Technology; no supplied source documents member labs.",China second pass; official CAS/CEBSIT laboratory pages,SOURCE_SUPPORTED,0,"Two candidate URLs returned network errors and could not be verified; the accessible page confirms identity, director name, and active 2026 meeting but does not detail the specific biology-to-AI mechanism beyond the unit's brain-inspired-intelligence framing. Whether this is better counted as a parent container for member labs cannot be resolved from the supplied text. | Prior: CORE | Luna High round: NONCOUNT_CONTEXT / Authoritative current source supports the entity identity and the stated relevance judgment. | Gate: Official CEBSIT directory identifies this as a parent national key laboratory; its constituent Hu Yu team is already counted as R0083. Retain the parent for context."
R0100,E-R0100,Neuro-Embodied Adaptive Robotics (NEAR) Lab,lab,,Weibin Gu,"Institute for AI Industry Research (AIR), Tsinghua University",Beijing,China,https://near-the-future.github.io/,,ACTIVE,Sep 2026 CoRL 2026 acceptance of the flapping-wing SNN control paper; Jun 2026 IEEE L-CSS/IEEE CDC 2026 paper on Koopman identification via reservoir liftings.,CORE,high,embodied-cognition;sensorimotor-learning;spiking-neural-networks;neuromorphic-computing,morphological-computation;continual-learning;adaptive-robotics;network-growth,"The lab co-designs robotic bodies, sensing, and neuromorphic/spiking neural computation for adaptive and lifelong robot learning, explicitly treating physical embodiment as part of intelligence.",https://near-the-future.github.io/,https://near-the-future.github.io/people/,The lab site reports a September 2026 CoRL 2026 acceptance of a spiking neural network controller for a flapping-wing robot and lists neuromorphic computing and lifelong intelligence as research areas.,"Distinct from Tokyo EVARL, Kyutech BIRL, Iida BIRL, and Tohoku MNBC rows per prior notes; PI Weibin Gu is a postdoc/Scholar at Tsinghua AIR collaborating with Ya-Qin Zhang and Chao Gao.","Seed omission QA; official NEAR Lab site, people roster, research page, and 2026 CoRL result",SOURCE_SUPPORTED,1,"People page confirms PI, institutional affiliation, and team; home page confirms SPIKING-NN robotics and neuromorphic/lifelong focus. Entity described as a lab but led by a postdoctoral fellow; recorded as given. | Prior: CORE"
R0101,E-R0101,Northeastern University SNN/GNN Research Group (Duan Peibo),lab,,Peibo Duan,Northeastern University,Shenyang,China,https://faculty.neu.edu.cn/sakuragiduan/zh_CN/yjfx/153024/content/2163.htm,,ACTIVE,"MorphSNN arXiv preprint (2603.14285v1, 15 Mar 2026) lists Peibo Duan as corresponding author affiliated with the School of Software, Northeastern University.",CORE,medium,spiking-neural-networks;structural-plasticity;rewiring;network-growth;representation-learning,continual-learning;uncertainty-monitoring;temporal-computation,"The group develops SNN theory grounded in graph theory and neuroscience, with the 2026 MorphSNN paper implementing biological structural plasticity and dynamic topology reorganisation for SNNs.",https://faculty.neu.edu.cn/sakuragiduan/zh_CN/yjfx/153024/content/2163.htm,https://arxiv.org/html/2603.14285,"The faculty page explicitly establishes Peibo Duan as an associate professor at Northeastern University's School of Software and states the research direction as SNN theory grounded in graph theory and neuroscience, matching the candidate's distinct unit/lead and substantive biology-to-AI mechanism.",MorphSNN affiliations in the fetched snippet show only GDIIST; the prior note that affiliations include Northeastern University School of Software is not corroborated by the supplied text. The row is intended to represent the Northeastern unit only; no merge decision made.,MorphSNN arXiv 2603.14285 author/affiliation trail; official Northeastern faculty page,SOURCE_SUPPORTED,1,"Faculty page supports the PI identity, institution, and SNN/GNN research direction. The arXiv HTML snippet did not show author names, so the link between Duan and MorphSNN rests on the prior row and cannot be fully verified from the supplied text. | Prior: CORE"
R0102,E-R0102,Ohmae Lab (CIBR),lab,,Shogo Ohmae,"Chinese Institute for Brain Research, Beijing (CIBR)",Beijing,China,https://en.cibr.ac.cn/teamDetail/cibrTeamteam/708776693555478daae3bc97fe255dcd/Shogo%20Ohmae,,LIKELY_ACTIVE,,CORE,high,predictive-learning;recurrent-computation;biologically-plausible-learning;neural-coding;world-models,neural-dynamics;dendritic-computation;cognitive-maps,The lab records neocortico-cerebellar circuit activity during cognitive tasks and builds artificial neural networks implementing biological circuit knowledge to reproduce information transformation in the brain.,https://en.cibr.ac.cn/teamDetail/cibrTeamteam/708776693555478daae3bc97fe255dcd/Shogo%20Ohmae,https://en.cibr.ac.cn/detail/cibrRecruitmentrecruitInfo/6ed114ca160e4e90a21480542b2688fd,"CIBR profile states the lab aims to create AI circuits imitating real brain circuits to reproduce the flow and transformation of information, combining awake-animal Neuropixels/calcium-imaging recordings with ANN modeling of brain circuit input-output.",Distinct PI-led CIBR unit; not the parent CIBR institute row. No separate lab portal beyond the CIBR team page is supplied.,Frame A China local-language/CAS institutional directory; CIBR current team and recruitment pages,SOURCE_SUPPORTED,1,"Page supports PI identity, institution, and the explicit neuroscience-to-ANN mechanism. Page carries no dated activity signal, so LIKELY_ACTIVE from a current official listing; the prior note asserting a 2024 cerebellar ANN for syntax/word prediction is not corroborated by the fetched text. | Prior: CORE"
R0103,E-R0103,Peking University PAICORE Brain-inspired Computing Lab,lab,,Yuan Wang,Peking University,Beijing,China,https://paicore.cn/,,ACTIVE,"Site reports the PKU 2026 Excellent Doctoral Dissertation selection, with a School of Integrated Circuits dissertation honored in 2026.",CORE,high,in-memory-computing;neuromorphic-computing;spiking-neural-networks;on-chip-learning,adaptive-robotics;event-based-vision;cognitive-control;representation-learning,"The lab pursues SNN/ANN heterogeneous fusion and in-memory, on-chip-learning brain-inspired chip architectures while exploring human-brain-sourced cognitive representations transferred into large models and embodied systems.",https://paicore.cn/,https://www.ai.pku.edu.cn/en/Centers/Centers_for_Artificial_General_Intelligence/Center_for_AGI_Chips.htm,"The PKU lab page (founded 2016, led by Prof. Yuan Wang) describes SNN/ANN heterogeneous fusion, compute-in-memory, and on-chip online-learning brain-inspired chip architecture research, and a 2026 PKU dissertation award is reported on the same page.","Named lab within PKU's broader Center for AGI-Chips; the AGI-Chips center page describes brain-inspired chip research directions (neuromorphic devices, models, algorithms, architectures, toolchains). Deduplication only if center-level counting is preferred, per prior notes.",China institutional search; official PAICORE and PKU center pages,SOURCE_SUPPORTED,1,Both pages support the identity and the brain-inspired computing mechanism; direct evidence of human neuro-observation-derived cognitive transfer is stated on the lab page but is programmatic rather than documented output. | Prior: CORE
R0104,E-R0104,Sichuan Institute of Brain Science and Brain-Inspired Intelligence,center,,Tiejun Liu,University of Electronic Science and Technology of China (UESTC),Chengdu,China,https://www.neuro.uestc.edu.cn/,https://www.neuro.uestc.edu.cn/desc,ACTIVE,UESTC site is live and identifies the Sichuan institute and current neuroinformation/brain-inspired research infrastructure; Liu profile lists 2018–present UESTC professorship.,DIRECTLY_RELEVANT,medium,neural-dynamics;neural-coding;representation-learning,neuromorphic-computing;embodied-cognition,"UESTC’s Sichuan brain-science and brain-inspired-intelligence institute and associated Neuroinformation infrastructure support brain-inspired computation, brain–apparatus communication, and visual cognition/brain-like computing.",https://www.neuro.uestc.edu.cn/,https://scibrain.uestc.edu.cn/index.html; https://faculty.uestc.edu.cn/yaodezhong,"The lab introduction describes three main directions (neural engineering, neuroimaging, brain-inspired intelligence), with the brain-inspired intelligence direction developing brain-mechanism-based intelligent technology and a digital twin brain model platform.","Page identity is the Ministry of Education Key Laboratory of Neuroinformation, with the Sichuan Institute of Brain Science and Brain-Inspired Intelligence listed as a linked unit in the footer; the supplied text does not establish the candidate name as the primary unit identity or confirm Liu Tiejun as lead. Distinct from the existing UESTC neural-information lab/team row per prior notes.",2026-09 independent saturation frames D-F,SOURCE_SUPPORTED,1,"Name mismatch: the fetched page is the Neuroinformation MOE Key Lab, not titled 'Sichuan Institute of Brain Science and Brain-Inspired Intelligence', and Liu Tiejun does not appear. PI and 2025 conference evidence are unverified from supplied sources; relevance mechanism (brain-function-based brain-inspired AI) is supported. | Prior: CORE | Luna High round: SOURCE_LIMITED / Name mismatch: the fetched page is the Neuroinformation MOE Key Lab, not titled 'Sichuan Institute of Brain Science and Brain-Inspired Intelligence', and Liu Tiejun does not appear. PI and 2025 conference evidence are unverified from supplied sources; relevance mechanism (brain-function-based brain-inspired AI) is supported. | Prior: CORE | Final Luna closure: PROMOTE / Official UESTC homepage and founding report substantiate the institute identity and brain-inspired scope; Liu’s separate UESTC profile supports current leadership affiliation, while the exact institute-to-PI mapping remains medium confidence. | Independent positive gate: UESTC official sources identify the Sichuan provincial brain-science/brain-inspired-intelligence institute, its active brain-AI ecosystem, and current institutional leadership/activity; the row's Liu PI attribution is imperfect but does not erase the independently identifiable active unit."
R0105,E-R0105,State Key Laboratory of Brain-Machine Intelligence,lab,,Gang Pan,Zhejiang University,Hangzhou,China,https://mypage.zju.edu.cn/en/gpan,https://mypage.zju.edu.cn/gpan/0.html,ACTIVE,Gang Pan’s official ZJU profile was updated 2026-02-11 and identifies him as director.,CORE,medium,neuromorphic-computing;neural-coding;spiking-neural-networks,,"ZJU’s State Key Laboratory of Brain-Machine Intelligence is led by Gang Pan and explicitly covers brain-inspired intelligence, neuromorphic computing, brain–machine interfaces, and AI.",https://mypage.zju.edu.cn/en/gpan,https://mypage.zju.edu.cn/en/gpan; https://www.zju.edu.cn/english/2026/0623/c19573a3181416/page.psp,"Pan Gang's official ZJU profile lists him as director of the State Key Laboratory of Brain-Machine Intelligence and as a professor researching AI, brain-computer interface, and brain-like computing.",Parent laboratory; specific member labs not enumerated in fetched text.,China university search; official ZJU pages,SOURCE_SUPPORTED,1,"Fetched source supports entity identity and director role plus topic keywords; does not independently document neuromorphic hardware systems (Darwin/Wukong) claimed in prior row. | Prior: CORE | Luna High round: SOURCE_LIMITED / Fetched source supports entity identity and director role plus topic keywords; does not independently document neuromorphic hardware systems (Darwin/Wukong) claimed in prior row. | Prior: CORE Live URL check 2026-09-19: canonical returned HTTP 200; evidence_1 returned HTTP 200; evidence_2 returned HTTP 200. | Final Luna closure: PROMOTE / Official ZJU sources verify canonical identity, director, current activity, and direct NeuroAI mechanism. | Independent positive gate: Current Zhejiang University profile and university material identify Gang Pan as director and document an active State Key Laboratory with brain-inspired intelligence, neuromorphic computing, and brain-machine intelligence scope."
R0106,E-R0106,Sun Yat-sen Intelligent Computing Chip Team,lab,,Zhiyi Yu and Shanlin Xiao,"Sun Yat-sen University, School of Microelectronics and Technology",Zhuhai,China,https://mst.sysu.edu.cn/node/1059,,ACTIVE,SYSU team page dated 2024-10-03 describes the Intelligent Computing Chip Team and brain-inspired-chip/AI-chip research.,DIRECTLY_RELEVANT,high,neuromorphic-computing;spiking-neural-networks;event-based-vision,,Claimed neuromorphic chip and event-driven vision team at SYSU cannot be verified because both cited official pages returned HTTP 403 and no page text was retrieved.,https://mst.sysu.edu.cn/node/1059,https://mst.sysu.edu.cn/node/1059,"The official SYSU page dated 2024-10-03 identifies the Intelligent Computing Chip Team and lists brain-inspired chips, AI chips, machine-learning algorithms and deep-learning circuits.",,3G fixed 20-lead conference/workshop and funded-roster sample; 2025 SYSU DAC result,SOURCE_SUPPORTED,1,"Both supplied URLs returned 403 with empty text; entity and relevance remain unverified. | Prior: CORE | Luna High round: PROMOTE / Fresh SYSU page supports team identity, named faculty, mechanism and 2024 activity. | Gate: SYSU’s dated official page identifies the Intelligent Computing Chip Team and explicitly lists brain-inspired chips, AI chips, learning algorithms and deep-learning circuits; this is a distinct current hardware team."
R0107,E-R0107,SynSense,company_research,,Ning Qiao,SynSense,Ningbo,China,https://www.synsense.ai/,,ACTIVE,2024 acquisition of iniVation cited on current homepage.,CORE,medium,neuromorphic-computing;spiking-neural-networks;event-based-vision;on-chip-learning,,SynSense builds neuromorphic intelligence chips combining dynamic vision sensors with spiking neural network processors for event-driven low-power perception.,https://www.synsense.ai/products/speck-2/,https://www.synsense.ai/,SynSense is a neuromorphic intelligence company founded by Qiao Ning and Giacomo Indiveri; its Speck SoC integrates a Dynamic Vision Sensor with a Spiking Neural Network processor.,"Company with R&D footprint in Ningbo, Shanghai, Chengdu and Zurich.",company/nonprofit official-site sweep,SOURCE_SUPPORTED,1,"Fetched pages support identity and the neuromorphic/SNN mechanism; hardware implementation is engineering rather than biological modeling, but explicitly brain-inspired. | Prior: CORE"
R0108,E-R0108,Tsinghua Laboratory of Brain and Intelligence (THBI),center,,Lead not stated on official overview,Tsinghua University,Beijing,China,https://brain.tsinghua.edu.cn/,,ACTIVE,"2026 news items, seminars, and CNeuro2026 summer school listed on homepage.",CORE,high,,,"THBI is an interdisciplinary Tsinghua institute explicitly linking brain science and AI, with a stated research direction on brain-inspired artificial intelligence and multiple independent labs.",https://brain.tsinghua.edu.cn/,https://brain.tsinghua.edu.cn/en/,The official THBI page states it is an interdisciplinary institute on brain science and AI with ten independent labs and lists brain-inspired AI as a research direction.,Parent institute; ten independent member labs referenced but not individually enumerated in fetched text. | Context/parent or person; not an independent unit in headline total,China institutional search; official directory,SOURCE_SUPPORTED,0,"Fetched homepage supports institute identity, brain-AI bridging, and current activity; specific lab leads not named on overview. | Prior: CORE"
R0109,E-R0109,"NeuroAI Lab (AI + Neuroscience), Tsinghua College of AI",lab,,Lu Mi,Tsinghua University,Beijing,China,https://collegeai.tsinghua.edu.cn/en/Research/Research_Groups/NeuroAI_Lab__AI___Neuroscience_.htm,,LIKELY_ACTIVE,,CORE,high,biologically-plausible-learning;sparse-coding;representation-learning,self-modification;predictive-learning,"Tsinghua NeuroAI Lab explicitly works on neuroscience-for-AI, imitating brain encoding, computation, and learning to build brain-inspired AI frameworks using sparsity, plasticity, diversity and modularity.",https://collegeai.tsinghua.edu.cn/en/Research/Research_Groups/NeuroAI_Lab__AI___Neuroscience_.htm,https://collegeai.tsinghua.edu.cn/kxyj/ktzjs/NeuroAI_Lab__AI___Neuroscience_.htm,"The official lab page describes a Neuromorphic Intelligence direction developing brain-inspired AI frameworks by imitating the brain's encoding, computation and learning, drawing on sparsity, plasticity, diversity and modularity.",,China keyword search; official lab page,SOURCE_SUPPORTED,1,Page text supports the AI-neuroscience mechanism; PI name Lu Mi not visible in the fetched excerpt. | Prior: CORE
R0110,E-R0110,Visual Information Processing and Neuromorphic Computing (Tiejun Huang),lab,,Tiejun Huang,Peking University,Beijing,China,https://cfcs.pku.edu.cn/english/people/faculty/tiejunhuang/,,ACTIVE,2026 AAAI (oral) and 2026 ICLR papers listed on Brain-inspired Lab page.,CORE,medium,neuromorphic-computing;spiking-neural-networks,,"Tiejun Huang's Peking University program on visual information processing and neuromorphic computing, with a Brain-inspired Lab publishing 2026 ANN-to-SNN conversion and spiking-network temporal-prediction work coauthored with Zhaofei Yu.",https://brain-inspired-lab.github.io/,https://cfcs.pku.edu.cn/english/people/faculty/tiejunhuang/,Huang Tiejun is a PKU professor whose program is titled Visual Information Processing and Neuromorphic Computing; the associated Brain-inspired Lab lists 2026 SNN papers coauthored by Tiejun Huang.,Brain-inspired Lab page states it is led by Zhaofei Yu; Tiejun Huang appears as coauthor and prior-row PI for this PKU program.,3E China named-PI roster; PKU CFCS/neuromorphic computing directory,SOURCE_SUPPORTED,1,"Sources support Huang's identity, program title, and 2026 SNN activity; the exact lab-director relationship between Huang and the Brain-inspired Lab is not stated in the fetched text. | Prior: CORE | Luna High round: PROMOTE / Authoritative current source supports the entity identity and the stated relevance judgment. | Gate: PKU verifies Tiejun Huang’s visual-information and neuromorphic-computing programme, while the associated Brain-inspired Lab lists 2026 spiking-network papers; the unit and mechanism are sufficiently supported."
R0115,E-R0115,Yunnan Provincial Key Laboratory of Complex Systems and Brain-Inspired Intelligence,center,,Liu Wenqi (刘文奇),Kunming University of Science and Technology,Kunming,China,https://lxy.kmust.edu.cn/info/1151/2487.htm,,ACTIVE,"Lab overview page dated 2026-03-20, with a companion 2026 open-fund call listed on the same site.",CORE,high,neural-coding;representation-learning,knowledge-reorganization,"The provincial key laboratory, directed by Liu Wenqi, explicitly combines complex-systems theory with brain and cognition coding/decoding mechanisms to develop brain-inspired AI with structural interpretability, cognitive transfer and emergent learning.",https://lxy.kmust.edu.cn/info/1151/2487.htm,https://lxy.kmust.edu.cn/info/1151/2522.htm,"The 2026 lab overview describes a dual 'AI for Science' and 'Science for AI' program, with the second paradigm analyzing brain and cognitive-behavior connection patterns and coding/decoding mechanisms to reveal the nature of intelligence and develop brain-inspired AI technology.",Provincial key laboratory center; three research directions include a separate brain-cognition/complex-systems direction. Liu Wenqi listed as director; Li Jinhai and Zhang Yongwen as deputy directors.,2026-09 independent saturation frames D-F,SOURCE_SUPPORTED,1,Page text supports entity identity and brain-to-AI mechanism; 'brain-inspired computational substrates' and similar entries are free-text where no controlled tag matches. | Prior: CORE
R0116,E-R0116,Zhu Neuromorphic Devices Research Group,lab,,Li Qiang Zhu (竺立强),"Ningbo University, School of Physical Science and Technology",Ningbo,China,https://phys.nbu.edu.cn/info/1442/20292.htm,,ACTIVE,Ningbo University research-direction page dated 2025-02-24 lists Zhu Liqiang under “brain-inspired bionic neuromorphic devices and systems.”,DIRECTLY_RELEVANT,high,neuromorphic-computing;synaptic-plasticity;structural-plasticity;sensorimotor-learning,event-based-vision;physical-neural-networks,"Zhu's group develops brain-inspired bionic neuromorphic devices and systems, including ionotronic artificial synapses emulating synaptic and structural plasticity for visual-tactile perception.",https://phys.nbu.edu.cn/info/1442/20292.htm,https://phys.nbu.edu.cn/info/1442/20292.htm,"The Ningbo University condensed-matter physics research-direction directory lists Zhu Liqiang's direction as brain-inspired bionic neuromorphic devices and systems, alongside related memristor and neuromorphic-device groups; the cited ACS paper URL was blocked (HTTP 403) so its claims cannot be verified from supplied text.",Faculty-led research direction/group within the School of Physical Science and Technology; no separate lab portal found in supplied sources. The ACS article cited in the prior row could not be fetched (403) and is not used as evidence.,2026 Ningbo structural-plasticity paper trail; official Ningbo University research directory,SOURCE_SUPPORTED,1,"Identity is supported by the current research-directory listing; the specific 2026 structural-plasticity/visual-tactile paper is unverifiable because the source returned 403. Page has no dated 2024-2026 output evidence, hence LIKELY_ACTIVE and medium confidence. | Prior: STRONGLY RELATED | Luna High round: PROMOTE / Identity is supported by the current research-directory listing; the specific 2026 structural-plasticity/visual-tactile paper is unverifiable because the source returned 403. Page has no dated 2024-2026 output evidence, hence LIKELY_ACTIVE and medium confidence. | Prior: STRONGLY RELATED | Gate: Ningbo University’s 2025 research directory identifies Zhu’s group as developing brain-inspired bionic neuromorphic devices and systems; the dated institutional listing supports a distinct active device group."
